  PID   TT  STAT      TIME COMMAND
34209   ??  S      0:00.89 /Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer) --type=renderer --log-severity=disable --user-agent-product=ReaderServices/25.1.21223 Chrome/105.0.0.0 --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Adobe/AcroCef/DC/Acrobat/UserData --autoplay-policy=no-user-gesture-required --log-file=/Users/mahtabshaikh/Library/Logs/AcroCEF_debug.log --touch-events=enabled --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --launch-time-ticks=833648539631 --shared-files --field-trial-handle=1718379636,r,9159864083125254790,15259174094788346035,131072 --disable-features=BackForwardCache --seatbelt-client=30 XPC_SERVICE_NAME=com.adobe.acrobat.PrivilegedHelper PATH=/usr/bin:/bin:/usr/sbin:/sbin SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ XPC_FLAGS=0x0 LOGNAME=mahtabshaikh USER=mahtabshaikh SHELL=/bin/zsh __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 OS_ACTIVITY_MODE=disable
34210   ??  S      0:01.08 /Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer) --type=renderer --log-severity=disable --user-agent-product=ReaderServices/25.1.21223 Chrome/105.0.0.0 --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Adobe/AcroCef/DC/Acrobat/UserData --autoplay-policy=no-user-gesture-required --log-file=/Users/mahtabshaikh/Library/Logs/AcroCEF_debug.log --touch-events=enabled --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=833648540296 --shared-files --field-trial-handle=1718379636,r,9159864083125254790,15259174094788346035,131072 --disable-features=BackForwardCache --seatbelt-client=30 XPC_SERVICE_NAME=com.adobe.acrobat.PrivilegedHelper PATH=/usr/bin:/bin:/usr/sbin:/sbin SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ XPC_FLAGS=0x0 LOGNAME=mahtabshaikh USER=mahtabshaikh SHELL=/bin/zsh __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 OS_ACTIVITY_MODE=disable
34211   ??  S      0:05.14 /Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer) --type=renderer --log-severity=disable --user-agent-product=ReaderServices/25.1.21223 Chrome/105.0.0.0 --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Adobe/AcroCef/DC/Acrobat/UserData --autoplay-policy=no-user-gesture-required --log-file=/Users/mahtabshaikh/Library/Logs/AcroCEF_debug.log --touch-events=enabled --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8 --launch-time-ticks=833648549886 --shared-files --field-trial-handle=1718379636,r,9159864083125254790,15259174094788346035,131072 --disable-features=BackForwardCache --seatbelt-client=30 XPC_SERVICE_NAME=com.adobe.acrobat.PrivilegedHelper PATH=/usr/bin:/bin:/usr/sbin:/sbin SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ XPC_FLAGS=0x0 LOGNAME=mahtabshaikh USER=mahtabshaikh SHELL=/bin/zsh __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 OS_ACTIVITY_MODE=disable
34216   ??  S      0:01.15 /Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer) --type=renderer --log-severity=disable --user-agent-product=ReaderServices/25.1.21223 Chrome/105.0.0.0 --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Adobe/AcroCef/DC/Acrobat/UserData --autoplay-policy=no-user-gesture-required --log-file=/Users/mahtabshaikh/Library/Logs/AcroCEF_debug.log --touch-events=enabled --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --launch-time-ticks=833648632724 --shared-files --field-trial-handle=1718379636,r,9159864083125254790,15259174094788346035,131072 --disable-features=BackForwardCache --seatbelt-client=33 XPC_SERVICE_NAME=com.adobe.acrobat.PrivilegedHelper PATH=/usr/bin:/bin:/usr/sbin:/sbin SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ XPC_FLAGS=0x0 LOGNAME=mahtabshaikh USER=mahtabshaikh SHELL=/bin/zsh __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 OS_ACTIVITY_MODE=disable
34226   ??  S      1:05.75 /Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/Adobe Crash Processor.app/Contents/MacOS/Adobe Crash Processor COMMAND_MODE=unix2003 __CFBundleIdentifier=com.adobe.AdobeCRDaemon XPC_SERVICE_NAME=application.com.adobe.AdobeCRDaemon.30274079.30278474 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners PATH=/usr/bin:/bin:/usr/sbin:/sbin XPC_FLAGS=1 LOGNAME=mahtabshaikh USER=mahtabshaikh HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/
34269   ??  S     11:53.84 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
34295   ??  S      0:00.11 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mahtabshaikh/Library/Application Support/Google/Chrome/Crashpad --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=145.0.7632.111 --handshake-fd=5
34303   ??  S      6:43.44 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=gpu-process --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,722843007627101251,4658007975556604734,262144 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190708988185955192 --seatbelt-client=28
34304   ??  S      1:19.64 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --shared-files --metrics-shmem-handle=1752395122,r,17761427129007397004,17120138453330970988,524288 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190708989122997041 --seatbelt-client=19
34309   ??  S      0:05.02 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --shared-files --metrics-shmem-handle=1752395122,r,2830746700996934733,13574045815529718935,524288 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190708990060038890 --seatbelt-client=32
34374   ??  S      0:08.03 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --shared-files --metrics-shmem-handle=1752395122,r,10848257365935331764,15540394554858543131,524288 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190709009737917719 --seatbelt-client=291
34375   ??  S      0:04.80 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --message-loop-type-ui --shared-files --metrics-shmem-handle=1752395122,r,12735735784420401164,8900697788596580951,524288 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190709010674959568
37859   ??  S      2:45.80 /usr/libexec/triald
39537   ??  S      1:05.60 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent --launchd
39593   ??  S      0:14.76 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
40150   ??  Ss     0:00.06 /System/Library/CoreServices/sharedfilelistd
43501   ??  Ss     0:02.22 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
44837   ??  S      0:10.77 /private/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/AppTranslocation/8E2AEB94-3432-4892-AEC1-A4B26E3C50DB/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,13513674205500438575,15036597155417421038,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh LOGNAME=mahtabshaikh MallocNanoZone=0 ORIGINAL_XDG_CURRENT_DESKTOP=undefined PATH=/usr/bin:/bin:/usr/sbin:/sbin SHELL=/bin/zsh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Code/CachedData/1e3c50d64110be466c0b4a45222e81d2c9352888 VSCODE_CRASH_REPORTER_PROCESS_TYPE=ptyHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/platform/terminal/node/ptyHostMain VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Code/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/private/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/AppTranslocation/8E2AEB94-3432-4892-AEC1-A4B26E3C50DB/d/Visual Studio Code.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=47955 VSCODE_PIPE_LOGGING=true VSCODE_RECONNECT_GRACE_TIME=60000 VSCODE_RECONNECT_SCROLLBACK=100 VSCODE_RECONNECT_SHORT_GRACE_TIME=6000 VSCODE_VERBOSE_LOGGING=true XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.microsoft.VSCode.16481662.16481668 __CFBundleIdentifier=com.microsoft.VSCode __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
46215   ??  Ss     0:16.18 /System/Library/PrivateFrameworks/ShareKit.framework/Versions/A/PlugIns/ShareSheetUI.appex/Contents/MacOS/ShareSheetUI -AppleLanguages ("en-US")
47174   ??  S      2:27.18 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
47263   ??  Ss    16:33.34 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
47557   ??  S      0:00.11 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
47592   ??  S      0:04.34 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
47955   ??  S      2:09.00 /private/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/AppTranslocation/8E2AEB94-3432-4892-AEC1-A4B26E3C50DB/d/Visual Studio Code.app/Contents/MacOS/Electron MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.VSCode PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.microsoft.VSCode.16481662.16481668 XPC_FLAGS=1
47970   ??  S      0:00.40 /var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/AppTranslocation/8E2AEB94-3432-4892-AEC1-A4B26E3C50DB/d/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mahtabshaikh/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=b2c25bbc-a9b3-4e33-be45-95e3331b19c8&iid=b2c25bbc-a9b3-4e33-be45-95e3331b19c8&sid=b2c25bbc-a9b3-4e33-be45-95e3331b19c8 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.106.2 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.7.0 --handshake-fd=20 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.VSCode PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=0 XPC_FLAGS=0x0 ORIGINAL_XDG_CURRENT_DESKTOP=undefined VSCODE_CWD=/
47971   ??  S      0:45.82 /private/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/AppTranslocation/8E2AEB94-3432-4892-AEC1-A4B26E3C50DB/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (GPU).app/Contents/MacOS/Code Helper (GPU) --type=gpu-process --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAMAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=1718379636,r,13513674205500438575,15036597155417421038,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=32 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.VSCode PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.microsoft.VSCode.16481662.16481668 XPC_FLAGS=0x0 ORIGINAL_XDG_CURRENT_DESKTOP=undefined VSCODE_CWD=/ OS_ACTIVITY_MODE=disable
47972   ??  S      0:29.29 /private/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/AppTranslocation/8E2AEB94-3432-4892-AEC1-A4B26E3C50DB/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,13513674205500438575,15036597155417421038,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=32 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.VSCode PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.microsoft.VSCode.16481662.16481668 XPC_FLAGS=0x0 ORIGINAL_XDG_CURRENT_DESKTOP=undefined VSCODE_CWD=/ OS_ACTIVITY_MODE=disable
48026   ??  S      0:38.43 /private/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/AppTranslocation/8E2AEB94-3432-4892-AEC1-A4B26E3C50DB/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,13513674205500438575,15036597155417421038,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh LOGNAME=mahtabshaikh MallocNanoZone=0 ORIGINAL_XDG_CURRENT_DESKTOP=undefined PATH=/usr/bin:/bin:/usr/sbin:/sbin SHELL=/bin/zsh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Code/CachedData/1e3c50d64110be466c0b4a45222e81d2c9352888 VSCODE_CRASH_REPORTER_PROCESS_TYPE=shared-process VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/code/electron-utility/sharedProcess/sharedProcessMain VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Code/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/private/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/AppTranslocation/8E2AEB94-3432-4892-AEC1-A4B26E3C50DB/d/Visual Studio Code.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=47955 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.microsoft.VSCode.16481662.16481668 __CFBundleIdentifier=com.microsoft.VSCode __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
